"Survey Date and Time","Surveyer id","General Data-Tehsil","General Data-District","General Data-Establishment Address","General Data-Udyog Registered","General Data-If yes Number","General Data-Class","General Data-Sector","General Data-If Any Other Sector Please specify","General Data-Year of Establishment","Details of the Business-Name of Business","Details of the Business-Type of Unit","Details of the Business-Nature of Operation","Details of the Business-Nature Of Job","Details of the Business-Nature Of Employment","Employee Size-2016-17","Employee Size-2017-18","Employee Size-2018-19","Employee Size-2019-20","Employee Size-2020-21","Details of the Finances and Expenses-(Monthly  Cost)-2016-17","Details of the Finances and Expenses-(Monthly  Cost)-2017-18","Details of the Finances and Expenses-(Monthly  Cost)-2018-19","Details of the Finances and Expenses-(Monthly  Cost)-2019-20","Details of the Finances and Expenses-(Monthly  Cost)-2020-21","Details of the Bank Credit Facilitation and Utilization-(Loan Amount)-2016-17","Details of the Bank Credit Facilitation and Utilization-(Loan Amount)-2017-18","Details of the Bank Credit Facilitation and Utilization-(Loan Amount)-2018-19","Details of the Bank Credit Facilitation and Utilization-(Loan Amount)-2019-20","Details of the Bank Credit Facilitation and Utilization-(Loan Amount)-2020-21","Details of the Bank Credit Facilitation and Utilization-(Bank Name)-2016-17","Details of the Bank Credit Facilitation and Utilization-(Bank Name)-2017-18","Details of the Bank Credit Facilitation and Utilization-(Bank Name)-2018-19","Details of the Bank Credit Facilitation and Utilization-(Bank Name)-2019-20","Details of the Bank Credit Facilitation and Utilization-(Bank Name)-2020-21","Details of the Bank Credit Facilitation and Utilization-(Scheme Name under which it was availed)-Scheme","Photos-Person interviewed","Photos-Signboard of Company","Photos-Picture of business operation"
"2021-08-14 09:38:15",64,shamli,"Shamali (Prabuddh Nagar)","s/o ramkumar",No,,"[""Manufacturing""]","Repairing & Services",,2019,"shop ",Micro,Perennial,Unskilled,Permanent,,,,1,2,,,,2000,2000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 10:56:57",64,shamli,"Shamali (Prabuddh Nagar)","mazra road shamli",No,,"[""Manufacturing""]","Repairing & Services",,2018,shop,Micro,Perennial,Unskilled,Contractual,,,2,1,1,,,10000,5000,500,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 05:08:07",65,jaunpur,Jaunpur,"urdu bazar",No,,"[""Services""]","Wood products",,2021,sanjay,Medium,Casual,Semi-Skilled,Skilled,,,,,,,,,,,,,,,,,,,,,"Coir Upgradation",,,
"2021-08-14 08:31:44",64,alijarh,Aligarh,"sarsoul g t road",No,,"[""Services""]","Repairing & Services",,2019,shop,Micro,Perennial,Unskilled,Contractual,,,,2,3,,,,20000,10000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 04:36:48",65,aligarh,Aligarh,kayampur,No,,"[""Services""]","Repairing & Services",,2021,sanjay,Micro,Perennial,Semi-Skilled,Permanent,,,,,,,,,,,,,,,,,,,,,MRIGI,,,
"2021-08-14 04:46:27",65,bareilly,Balrampur,"mathiya je pass",No,,"[""Services""]","Repairing & Services",,2021,sanjay,Small,Perennial,Semi-Skilled,Contractual,,,,,,,,,,,,,,,,,,,,,ATI,,,
"2021-08-14 11:08:40",64,bunor,Budaun,"vpo shiala kalan",No,,"[""Services""]","Repairing & Services",,2019,shop,Micro,Perennial,Unskilled,Contractual,,,,2,1,,,,5000,2000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 04:25:51",65,"gautam budh nagar",Gorakhpur,"3c golf link",No,,"[""Services""]","Repairing & Services",,2021,sanjay,Medium,Perennial,Unskilled,Permanent,,,,,,,,,,,,,,,,,,,,,IC,,,
"2021-08-14 09:27:02",64,firozabad,Firozabad,"45 purusottam nagar",No,,"[""Manufacturing""]","Repairing & Services",,2019,shop,Micro,Perennial,Unskilled,Permanent,,,,1,1,,,,2000,2000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 11:03:44",64,Muradabad,Moradabad,"moh sadat pashchami",No,,"[""Services""]","Repairing & Services",,2019,shop,Micro,Perennial,Unskilled,Permanent,,,,1,2,,,,5000,2000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 05:19:02",65,basti,Basti,mathauli,No,,"[""Services""]","Food products",,2021,sanjay,Small,Seasonal,Semi-Skilled,Contractual,,,,,,,,,,,,,,,,,,,,,"SC-ST HUB",,,
"2021-08-14 04:47:55",65,bulandshar,Bulandshahr,"ambedkar nagar",No,,"[""Services""]","Repairing & Services",,2021,sanjay,Micro,Perennial,Semi-Skilled,Permanent,,,,,,,,,,,,,,,,,,,,,ATI,,,
"2021-08-14 04:27:01",65,ballia,Ballia,akhar,No,,"[""Services""]","Repairing & Services",,2021,sanjay,Medium,Perennial,Unskilled,Contractual,,,,,,,,,,,,,,,,,,,,,IPR,,,
"2021-08-14 09:41:31",64,"sant kabir nagar","Sant Kabir Nagar","vill badya mafi",No,,"[""Manufacturing""]","Repairing & Services",,2019,shop,Micro,Perennial,Unskilled,Permanent,,,,2,1,,,,2000,1000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 08:18:38",64,"sent kabir nagar ","Sant Kabir Nagar","vill & post gaganai pao",No,,"[""Services""]","Repairing & Services",,2019,"Tent House",Micro,Perennial,Unskilled,Contractual,,,,2,1,,,,2500,3000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 05:20:20",65,basti,Basti,bharwaliya,No,,"[""Services""]","Food products",,2021,sanjay,Small,Seasonal,Semi-Skilled,Permanent,,,,,,,,,,,,,,,,,,,,,"Rojgar Yukt Gaon",,,
"2021-08-14 08:34:27",64,Moradabad,Moradabad,"houshe no 43",No,,"[""Services""]","Repairing & Services",,2020,shop,Micro,Perennial,Unskilled,Contractual,,,,,1,,,,,5000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 04:49:35",65,etawah,Etawah,"ghatiya ajmat ali",No,,"[""Services""]","Repairing & Services",,2021,sanjay,Small,Seasonal,Unskilled,Permanent,,,,,,,,,,,,,,,,,,,,,ESDP,,,
"2021-08-14 04:29:12",65,"bulandh sahar",Bulandshahr,sikandrabad,No,,"[""Services""]","Wool Silk and Synthetic Fibre Textile",,2021,sanjay,Micro,Perennial,Unskilled,Permanent,,,,,,,,,,,,,,,,,,,,,ASPIRE,,,
"2021-08-14 05:43:04",64,"fatehpur ",Fatehpur,"14 hariharganj rajinder",No,,"[""Manufacturing""]","Repairing & Services",,2019,"shop ",Micro,Perennial,Unskilled,Permanent,,,,1,1,,,,2000,3000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 08:23:27",64,"gautam buddha nagar ","Gautam Buddha Nagar","vill daula rajpura po tilbgampur",No,,"[""Services""]","Repairing & Services",,2020,girlfriend,Micro,Perennial,Unskilled,Contractual,,,,,2,,,,,20000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 04:38:14",65,amroha,"Amroha (J.P. Nagar)",dhanaura,No,,"[""Services""]","Repairing & Services",,2021,sanjay,Small,Perennial,Unskilled,Permanent,,,,,,,,,,,,,,,,,,,,,ASPIRE,,,
"2021-08-14 10:19:48",64,Lucknow,Lucknow,"14 Mohan market chowk",No,,"[""Manufacturing""]","Repairing & Services",,2019,shop,Micro,Perennial,Unskilled,Contractual,,,,1,1,,,,5000,5000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 04:50:38",65,fatehpur,Fatehpur,"khera po",No,,"[""Services""]","Hosiery Garments",,2021,sanjay,Small,Seasonal,Unskilled,Permanent,,,,,,,,,,,,,,,,,,,,,ESDP,,,
"2021-08-14 05:13:52",65,sidharthnagar,"Siddharth Nagar","pakri bazar",No,,"[""Services""]","Hosiery Garments",,2021,sanjay,Small,Perennial,Semi-Skilled,Contractual,,,,,,,,,,,,,,,,,,,,,"Lean Manufacturing",,,
"2021-08-14 11:11:45",64,Muzaffarnagar,Muzaffarnagar,"kuncha langar khana",No,,"[""Services""]","Repairing & Services",,2019,shop,Micro,Perennial,Unskilled,Contractual,,,,2,1,,,,10000,5000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 04:39:33",65,bagphat,Baghpat,"awas vikas",No,,"[""Services""]","Food products",,2021,sanjay,Micro,Perennial,Unskilled,Permanent,,,,,,,,,,,,,,,,,,,,,MSE-CDP,,,
"2021-08-14 08:27:44",64,jhansi,Jhansi,"siya siya kharka jhansi",No,,"[""Services""]","Repairing & Services",,2019,Bhatta,Micro,Perennial,Unskilled,Contractual,,,,2,2,,,,10000,10000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 05:00:05",64,goazlabad,Ghaziabad,"f_I govindpuri",No,,"[""Manufacturing""]","Repairing & Services",,2019,"shop ",Micro,Perennial,Unskilled,Permanent,,,,2,2,,,,5000,5000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 04:51:44",65,ghaziabad,Ghaziabad,"street no5",No,,"[""Services""]","Wood products",,2021,sanjay,Small,Casual,Semi-Skilled,Permanent,,,,,,,,,,,,,,,,,,,,,MSE-CDP,,,
"2021-08-14 04:31:24",65,gorakhpur,Gorakhpur,"viukas colony",No,,"[""Services""]","Food products",,2021,sanjay,Micro,Perennial,Semi-Skilled,Permanent,,,,,,,,,,,,,,,,,,,,,"SC-ST HUB",,,
"2021-08-14 05:04:22",64,Ghaziabad,Ghaziabad,"f_I  boondoggle ",No,,"[""Manufacturing""]","Repairing & Services",,2018,shop,Micro,Perennial,Unskilled,Permanent,,,1,2,1,,,2000,1000,1000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 05:21:44",65,"kanpur nagar","Kanpur Nagar","bara sirohi iit",No,,"[""Services""]","Wood products",,2021,sanjay,Small,Seasonal,Semi-Skilled,Contractual,,,,,,,,,,,,,,,,,,,,,IPR,,,
"2021-08-14 05:35:01",64,pilibhit,Baghpat,"hous no. 6/257 ",No,,"[""Manufacturing""]","Repairing & Services",,2018,"shop ",Micro,Perennial,Unskilled,Permanent,,,1,1,1,,,1000,1000,1000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 09:35:11",64,bareilly,Auraiya,504.surkha,No,,"[""Manufacturing""]","Repairing & Services",,2020,shop,Micro,Perennial,Unskilled,Contractual,,,,,2,,,,,20000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 04:53:14",65,jaunpur,Jalaun,kerakat,No,,"[""Services""]","Wood products",,2021,sanjay,Small,Perennial,Unskilled,Permanent,,,,,,,,,,,,,,,,,,,,,GVY,,,
"2021-08-14 05:15:27",65,ayodhya,Allahabad,faizabad,No,,"[""Services""]","Leather products",,2021,sanjay,Medium,Seasonal,Unskilled,Contractual,,,,,,,,,,,,,,,,,,,,,ISEC,,,
"2021-08-14 05:22:42",65,pratapgarh,Pratapgarh,raniganj,No,,"[""Services""]","Hosiery Garments",,2021,sanjauy,Small,Perennial,Unskilled,Permanent,,,,,,,,,,,,,,,,,,,,,"Skills Upgradation",,,
"2021-08-14 10:27:36",64,muzaffarnagar,Muzaffarnagar,"Ashore market no 1",No,,"[""Manufacturing""]","Repairing & Services",,2020,shop,Micro,Perennial,Unskilled,Contractual,,,,,2,,,,,5000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 10:59:49",64,Moradabad,Moradabad,"8e11 multi tila",No,,"[""Manufacturing""]","Repairing & Services",,2018,"shop ",Micro,Perennial,Unskilled,Contractual,,,2,1,1,,,2000,1000,500,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 05:38:23",64,"Baghpat ",Baghpat,"hous no. 6/257 ",No,,"[""Manufacturing""]","Repairing & Services",,2019,"shop ",Micro,Perennial,Unskilled,Permanent,,,,1,1,,,,2000,2000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 04:54:42",65,mirzapur,Mirzapur,sadar,No,,"[""Services""]","Food products",,2021,sanjay,Small,Seasonal,Unskilled,Contractual,,,,,,,,,,,,,,,,,,,,,SFURTI,,,
"2021-08-14 04:33:19",65,kushinagar,"Kushinagar (Padrauna)",padrauna,No,,"[""Services""]","Repairing & Services",,2021,sanjay,Medium,Perennial,Unskilled,Contractual,,,,,,,,,,,,,,,,,,,,,Incubators,,,
"2021-08-14 04:41:39",65,bahraich,Bahraich,"salar ganj",No,,"[""Services""]","Repairing & Services",,2021,sanjay,Micro,Seasonal,Unskilled,Skilled,,,,,,,,,,,,,,,,,,,,,"Lean Manufacturing",,,
"2021-08-14 05:05:30",65,gorakhpur,Gorakhpur,"chauri chaura",No,,"[""Services""]","Wood products",,2021,sanjay,Small,Perennial,Unskilled,Permanent,,,,,,,,,,,,,,,,,,,,,ISEC,,,
"2021-08-14 04:57:17",64,kushlnagar,"Kushinagar (Padrauna)",salemgarh,No,,"[""Manufacturing""]","Repairing & Services",,2019,"shop ",Micro,Perennial,Unskilled,Permanent,,,,1,2,,,,2000,5000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 08:39:09",64,Gorakhpur,Gorakhpur,"ews 15  amrapali awasiya yojana ",No,,"[""Services""]","Repairing & Services",,2020,"Gate House",Micro,Perennial,Unskilled,Contractual,,,,,5,,,,,20000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 04:56:15",65,raebarelui,RaeBareli,lalganj,No,,"[""Services""]","Wool Silk and Synthetic Fibre Textile",,2021,sanjay,Small,Seasonal,Skilled,Permanent,,,,,,,,,,,,,,,,,,,,,"CLCS & TU",,,
"2021-08-14 05:16:59",65,gorakhpur,Gorakhpur,camoierganj,No,,"[""Services""]","Repairing & Services",,2021,sanjay,Small,Seasonal,Skilled,Contractual,,,,,,,,,,,,,,,,,,,,,ZED,,,
"2021-08-14 04:43:56",65,barabanki,Barabanki,ramsanehighat,No,,"[""Services""]","Repairing & Services",,2021,sanjay,Micro,Perennial,Semi-Skilled,Permanent,,,,,,,,,,,,,,,,,,,,,MRIGI,,,
"2021-08-14 05:06:45",65,bijnor,Bijnor,nehthaur,No,,"[""Services""]","Hosiery Garments",,2021,sanjay,Small,Seasonal,Semi-Skilled,Contractual,,,,,,,,,,,,,,,,,,,,,MSE-CDP,,,
"2021-08-14 04:34:58",65,agra,Agra,"paak tola",No,,"[""Services""]","Repairing & Services",,2021,sanjay,Small,Perennial,Unskilled,Permanent,,,,,,,,,,,,,,,,,,,,,"Coir Upgradation",,,
"2021-08-14 09:31:32",64,lalitpur,Lalitpur,"luharayana muhalla mahrauni",No,,"[""Manufacturing""]","Repairing & Services",,2019,shop,Micro,Perennial,Unskilled,Contractual,,,,1,1,,,,2000,1000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 04:59:09",65,saharanpur,Shahjahanpur,"laxmi puram",No,,"[""Services""]","Food products",,2020,sanjay,Small,Seasonal,Semi-Skilled,Permanent,,,,,2,,,,,12000,,,,,50000,,,,,"Indian Bank (Allahabad Bank)",IC,,,
"2021-08-14 10:23:07",64,merrut,Meerut,"bharat bhushan arora",No,,"[""Manufacturing""]","Repairing & Services",,2020,shop,Micro,Perennial,Unskilled,Contractual,,,,,3,,,,,8000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 04:45:14",65,basreilly,Basti,"trimurti ke pass",No,,"[""Services""]","Food products",,2021,sanjay,Small,Perennial,Unskilled,Contractual,,,,,,,,,,,,,,,,,,,,,GVY,,,
"2021-08-14 04:24:10",65,shamli,"Shamali (Prabuddh Nagar)","aggarwal colony",No,,"[""Services""]","Repairing & Services",,2021,sanjay,Small,Perennial,Unskilled,Contractual,,,,,,,,,,,,,,,,,,,,,"CLCS & TU",,,
"2021-08-14 04:10:52",65,"Gorakhpur ",Gorakhpur,Mahuee,No,,"[""Services""]",Other,Store,2021,"Sanjay battery ",Micro,Perennial,Semi-Skilled,Permanent,,,,,,,,,,,,,,,,,,,,,CGTMSE,,,
"2021-08-14 05:00:32",65,varanasi,Varanasi,"khojwan bazar",No,,"[""Services""]","Hosiery Garments",,2021,sanjay,Small,Seasonal,Semi-Skilled,Contractual,,,,,,,,,,,,,,,,,,,,,ISEC,,,
"2021-08-14 08:51:13",68,Lucknow,Lucknow,"Vishal khand gomti nagar Lucknow",No,,"[""Services""]","Food products",,2018,"food product",Micro,Perennial,Unskilled,Permanent,,,1,2,2,,,8000,16000,16000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 12:56:21",66,Lalitpur,Lalitpur,"6/173 M.K.A.V colony -02Lalitpur",No,,"[""Services""]","Repairing & Services",,2019,"Repairing store ",Micro,Casual,Unskilled,Permanent,,,,3,2,,,,20000,12000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 01:12:11",68,mathura,Mathura,"village Anya Pur Thana tahsil govardhan mathura",No,,"[""Services""]","Wood products",,2018,wood,Micro,Perennial,Unskilled,Permanent,,,1,2,2,,,5000,10000,10000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 05:01:58",65,hapur,"Hapur (Panchsheel Nagar)",pilkhuwa,No,,"[""Services""]","Wood products",,2021,sanjay,Small,Casual,Unskilled,Contractual,,,,,,,,,,,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 01:13:55",68,firozabad,Firozabad,"gram gadhe firozabad shikohabad",No,,"[""Services""]","Food products",,2018,"machhali palan",Micro,Perennial,Unskilled,Permanent,,,1,1,1,,,5000,5000,5000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 09:51:36",68,prayagraj,Allahabad,"Mahindra malvi meerpur allahabad",No,,"[""Services""]","Food products",,2018,"street food",Micro,Perennial,Unskilled,Permanent,,,1,1,1,,,5000,5000,5000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 12:59:39",66,RARDHANA,Meerut,"670,-ORANGNAGAR RADHANA",No,,"[""Services""]","Repairing & Services",,2019,Repairing,Micro,Casual,Unskilled,Permanent,,,,3,2,,,,20000,12000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 04:12:01",65,Prataphgarh,Pratapgarh,Kalhwari,No,,"[""Services""]","Repairing & Services",,2021,"Sanjay ",Micro,Seasonal,Semi-Skilled,Permanent,,,,,,,,,,,,,,,,,,,,,"Coir Upgradation",,,
"2021-08-14 01:15:42",68,firozabad,Firozabad,"village Gali firozabad",No,,"[""Services""]","Hosiery Garments",,2018,garments,Micro,Perennial,Unskilled,Permanent,,,1,2,3,,,5000,10000,15000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 08:52:40",68,Lucknow,Lucknow,"office number 308 1st floor Deva palace Vikram khand 1 gomti nagar",No,,"[""Services""]","Hosiery Garments",,2019,"cloth shop",Micro,Perennial,Unskilled,Permanent,,,,2,2,,,,10000,10000,,,,,,,,,,,GVY,,,
"2021-08-14 13:02:47",66,"MUZAFFARNAGAR city ",Muzaffarnagar,"House no 827/605 MUZAFFARNAGAR",No,,"[""Services""]","Repairing & Services",,2018,store,Micro,Casual,Unskilled,Permanent,,,3,2,1,,,20000,15000,10000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 05:03:06",65,mathura,Mathura,"teh chhath",No,,"[""Services""]","Hosiery Garments",,2021,sanjay,Small,Perennial,Skilled,Permanent,,,,,,,,,,,,,,,,,,,,,"SC-ST HUB",,,
"2021-08-14 10:02:53",68,baghpat,Baghpat,"Gali number 2 Patti veerapur baraut baghpat",No,,"[""Services""]","Food products",,2019,"machhali palan",Micro,Perennial,Unskilled,Permanent,,,,1,2,,,,5000,10000,,,,,,,,,,,MSE-CDP,,,
"2021-08-14 08:54:23",68,bulandshahar,Bulandshahr,"hirapur Mohan dairy siyana road bulandshahar",No,,"[""Services""]","Food products",,2018,"street food",Micro,Perennial,Unskilled,Permanent,,,1,1,1,,,3000,3000,3000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 08:45:28",68,ghaziabad,Ghaziabad,"plot number b 24 sector b-2 tronica City ghaziabad Loni uttar Pradesh",No,,"[""Services""]","Leather products",,2019,"leather form",Micro,Perennial,Unskilled,Permanent,,,,2,2,,,,8000,8000,,,,,,,,,,,IPR,,,
"2021-08-14 04:14:16",65,Deoria,Deoria,Deoria,No,,"[""Services""]","Food products",,2021,Sanjay,Micro,Perennial,Unskilled,Permanent,,,,,,,,,,,,,,,,,,,,,Incubators,,,
"2021-08-14 01:17:20",68,firozabad,Firozabad,"village shikohabad firozabad",No,,"[""Services""]",Other,"kirana store",2019,"kirana store",Micro,Perennial,Unskilled,Permanent,,,,1,1,,,,5000,10000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 09:53:09",68,muzaffarnagar,Muzaffarnagar,"p rukanpur muzaffarnagar zoo",No,,"[""Services""]","Metal products",,2018,"metal shop",Micro,Perennial,Unskilled,Permanent,,,2,2,3,,,8000,8000,12000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 04:15:38",65,सहारनपुर,Saharanpur,"Santa garh",No,,"[""Services""]","Repairing & Services",,2021,Sanjay,Micro,Perennial,Unskilled,Skilled,,,,,,,,,,,,,,,,,,,,,"CLCS & TU",,,
"2021-08-14 09:46:35",68,meerut,Meerut,"bhure giri Ooty gate piga tehsil mawana",No,,"[""Services""]","Repairing & Services",,2018,repairing,Micro,Perennial,Unskilled,Permanent,,,2,2,2,,,6000,6000,6000,,,,,,,,,,,"SC-ST HUB",,,
"2021-08-14 01:19:41",68,kasganj,Sitapur,"mohalla nathuram Gali santoshi man kasganj",No,,"[""Services""]","Repairing & Services",,2018,repairing,Micro,Perennial,Unskilled,Permanent,,,1,2,2,,,5000,10000,10000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 05:04:11",65,bhadhoi,Bhadohi,"katra bazar",No,,"[""Services""]","Wood products",,2021,sanjay,Micro,Perennial,Semi-Skilled,Permanent,,,,,,,,,,,,,,,,,,,,,MSE-CDP,,,
"2021-08-14 08:55:28",68,basti,Basti,"amorha khas haraiya basti uttar Pradesh",No,,"[""Services""]","Metal products",,2018,metal,Micro,Perennial,Unskilled,Permanent,,,1,2,3,,,6000,12000,18000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 08:46:44",68,sultanpur,Sultanpur,"kurebhar sultanpur uttar Pradesh",No,,"[""Services""]","Food products",,2018,"fastfast food",Micro,Perennial,Unskilled,Permanent,,,1,1,1,,,5000,5000,5000,,,,,,,,,,,IPR,,,
"2021-08-14 01:22:27",68,aligarh,Aligarh,"khata 199 guitar 214 karanpur post takipur",No,,"[""Services""]","Metal products",,2018,metal,Micro,Perennial,Unskilled,Permanent,,,1,2,3,,,5000,10000,15000,,,,,,,,,,,PMS,,,
"2021-08-14 09:54:16",68,"Gautam buddh nagar","Gautam Buddha Nagar","village devla near maavaishnodevi transport Noida",No,,"[""Services""]","Metal products",,2018,"metal shop",Micro,Perennial,Unskilled,Permanent,,,2,2,4,,,8000,8000,16000,,,,,,,,,,,"Rojgar Yukt Gaon",,,
"2021-08-14 12:16:15",66,"Brij vihar colony ",Ghaziabad,"Brij vihar colony murad nagar meeruut",No,,"[""Services""]","Repairing & Services",,2019,store,Medium,Casual,Skilled,Contractual,,,,3,2,,,,20000,15000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 01:24:15",68,jaunpur,Jaunpur,"sahab panja near sangat ji mandir shahganj jaunpur",No,,"[""Services""]","Hosiery Garments",,2018,"hosiery garments",Micro,Perennial,Unskilled,Permanent,,,1,2,4,,,5000,10000,20000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 09:48:11",68,muzaffarnagar,Muzaffarnagar,"sardar are you kanpur muzaffarnagar",No,,"[""Services""]","Hosiery Garments",,2018,"cloth shop",Micro,Perennial,Unskilled,Permanent,,,2,2,3,,,9000,9000,13500,,,,,,,,,,,"Design Clinic",,,
"2021-08-14 01:25:59",68,ghaziabad,Ghaziabad,"radhe textile Subhash Mandi post muradnagar",No,,"[""Services""]","Food products",,2018,"street food",Micro,Perennial,Unskilled,Permanent,,,1,2,2,,,4000,8000,8000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 09:55:52",68,gorakhpur,Gorakhpur,"jungle matadin pipraich road se na bhawan gorakhpur",No,,"[""Services""]","Hosiery Garments",,2018,garment,Micro,Perennial,Unskilled,Permanent,,,1,2,4,,,4000,8000,16000,,,,,,,,,,,Incubators,,,
"2021-08-14 08:48:24",68,bareilly,Bahraich,"veer savarkar nagar",No,,"[""Services""]","Food products",,2019,street,Micro,Perennial,Unskilled,Permanent,,,,2,2,,,,5000,5000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 12:20:38",66,"Brij vihar colony murad nagar meerut",Ghaziabad,"Brij vihar colony murad nagar meerut",No,,"[""Manufacturing""]","Hosiery Garments",,2019,company,Medium,Casual,Semi-Skilled,Skilled,,,,10,5,,,,100000,50000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 01:28:02",68,bareilly,Barabanki,"village amloh nipur block bareilly",No,,"[""Services""]","Food products",,2018,"fast food karnal",Micro,Perennial,Unskilled,Permanent,,,1,2,3,,,4000,8000,12000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 10:01:37",68,ambedkar,"Ambedkar Nagar","jalalpur jalalpur ambedkar nagar",No,,"[""Services""]","Food products",,2019,"street food",Micro,Perennial,Unskilled,Permanent,,,,2,2,,,,8000,8000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 08:49:59",68,bareilly,Bahraich,"veer savarkar nagar bareilly",No,,"[""Services""]","Repairing & Services",,2018,repairing,Micro,Perennial,Unskilled,Permanent,,,1,1,1,,,2000,2000,2000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 12:51:50",66,kandela,"Shamali (Prabuddh Nagar)","351 kandela ,shamli ",No,,"[""Services""]","Repairing & Services",,2019,Repairs,Micro,Casual,Semi-Skilled,Permanent,,,,2,1,,,,20000,12000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 01:10:14",68,meerut,Meerut,"pallavpuram phase 1 meerut",No,,"[""Services""]","Metal products",,2018,"metal business",Micro,Perennial,Unskilled,Permanent,,,1,2,3,,,5500,11000,16500,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 09:49:57",68,BandaUN,Budaun,"main market biliti badayun uttar Pradesh",No,,"[""Services""]","Food products",,2018,"fast food corner",Micro,Perennial,Unskilled,Permanent,,,2,2,2,,,6000,6000,6000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 10:04:11",68,gorakhpur,Gorakhpur,"kasia road rudrapur gorakhpur",No,,"[""Services""]","Food products",,2019,machhali,Micro,Perennial,Unskilled,Permanent,,,,2,2,,,,8000,8000,,,,,,,,,,,MRIGI,,,
"2021-08-14 01:45:54",68,firozabad,Firozabad,"etawah road sirsaganj firozabad",No,,"[""Services""]","Hosiery Garments",,2019,garments,Micro,Perennial,Unskilled,Permanent,,,,2,2,,,,8000,8000,,,,,,,,,,,ISEC,,,
"2021-08-14 02:01:14",68,hathras,Hathras,"gota wali kothi mohalla Karan hathras",No,,"[""Services""]",Other,kairana,2018,"parchun shop",Micro,Perennial,Unskilled,Permanent,,,1,1,1,,,4000,4000,4000,,,,,,,,,,,"Lean Manufacturing",,,
"2021-08-14 01:30:14",68,mathura,Mathura,"village hapur post chhatikara mathura",No,,"[""Services""]","Hosiery Garments",,2018,"cloth shop",Micro,Perennial,Unskilled,Permanent,,,1,2,4,,,5000,10000,20000,,,,,,,,,,,PMEGP/MUDRA,,,
"2021-08-14 01:47:55",68,chitrkut,Chitrakoot,"kuber ganj Narayan single Shankar bajar karvi chitrkut",No,,"[""Services""]","Metal products",,2019,"metal shop",Micro,Perennial,Unskilled,Permanent,,,,2,2,,,,10000,10000,,,,,,,,,,,PMEGP/MUDRA,,,
